instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category
7740,2011-11-24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,24,November,Thursday,0,0,Winter,Clear,Low
7741,2011-11-24,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,24,November,Thursday,0,0,Winter,Clear,Low
7742,2011-11-24,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,24,November,Thursday,0,0,Winter,Clear,Low
7743,2011-11-24,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,24,November,Thursday,0,0,Winter,Clear,Low
7744,2011-11-24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,24,November,Thursday,0,0,Winter,Clear,Low
7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,24,November,Thursday,0,1,Winter,Clear,Low
7746,2011-11-24,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,24,November,Thursday,0,1,Winter,Clear,Medium
7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0.0,13,68,81,24,November,Thursday,0,1,Winter,Clear,Medium
7748,2011-11-24,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0.0,34,64,98,24,November,Thursday,0,0,Winter,Clear,Medium
7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,24,November,Thursday,0,0,Winter,Clear,Medium
7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,24,November,Thursday,0,0,Winter,Clear,High
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,24,November,Thursday,0,0,Winter,Clear,High
7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,24,November,Thursday,0,0,Winter,Clear,High
7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,24,November,Thursday,0,0,Winter,Clear,High
7754,2011-11-24,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,24,November,Thursday,0,0,Winter,Clear,Medium
7755,2011-11-24,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,24,November,Thursday,0,1,Winter,Clear,Medium
7756,2011-11-24,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,24,November,Thursday,0,1,Winter,Clear,Low
7757,2011-11-24,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,24,November,Thursday,0,1,Winter,Clear,Low
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,24,November,Thursday,0,0,Winter,Clear,Low
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,24,November,Thursday,0,0,Winter,Clear,Low
7760,2011-11-24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,24,November,Thursday,0,0,Winter,Clear,Low
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,24,November,Thursday,0,0,Winter,Clear,Low
7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,25,November,Friday,0,0,Winter,Clear,Low
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,25,November,Friday,0,0,Winter,Clear,Low
7764,2011-11-25,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,25,November,Friday,0,0,Winter,Clear,Low
7765,2011-11-25,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,25,November,Friday,0,0,Winter,Clear,Low
7766,2011-11-25,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,25,November,Friday,0,0,Winter,Clear,Low
7767,2011-11-25,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,25,November,Friday,0,0,Winter,Clear,Low
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,25,November,Friday,0,0,Winter,Clear,Low
7769,2011-11-25,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,25,November,Friday,0,1,Winter,Clear,Low
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,25,November,Friday,0,1,Winter,Clear,Medium
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,25,November,Friday,0,1,Winter,Clear,Medium
7772,2011-11-25,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,25,November,Friday,0,0,Winter,Clear,Medium
7773,2011-11-25,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,25,November,Friday,0,0,Winter,Clear,High
7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,25,November,Friday,0,0,Winter,Clear,High
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,25,November,Friday,0,0,Winter,Clear,Very_High
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,25,November,Friday,0,0,Winter,Clear,High
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,25,November,Friday,0,0,Winter,Clear,Very_High
7778,2011-11-25,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,25,November,Friday,0,0,Winter,Clear,High
7779,2011-11-25,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,25,November,Friday,0,1,Winter,Clear,High
7780,2011-11-25,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,25,November,Friday,0,1,Winter,Clear,High
7781,2011-11-25,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,25,November,Friday,0,1,Winter,Clear,Medium
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,25,November,Friday,0,0,Winter,Clear,Medium
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,25,November,Friday,0,0,Winter,Clear,Medium
7784,2011-11-25,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,25,November,Friday,0,0,Winter,Clear,Medium
7785,2011-11-25,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,25,November,Friday,0,0,Winter,Clear,Low
7786,2011-11-26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,26,November,Saturday,1,0,Winter,Clear,Medium
7787,2011-11-26,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,26,November,Saturday,1,0,Winter,Clear,Low
7788,2011-11-26,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,26,November,Saturday,1,0,Winter,Clear,Low
7789,2011-11-26,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,26,November,Saturday,1,0,Winter,Clear,Low
7790,2011-11-26,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,26,November,Saturday,1,0,Winter,Clear,Low
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,26,November,Saturday,1,0,Winter,Clear,Low
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,26,November,Saturday,1,0,Winter,Mist,Low
7793,2011-11-26,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,26,November,Saturday,1,1,Winter,Clear,Low
7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,26,November,Saturday,1,1,Winter,Clear,Medium
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,26,November,Saturday,1,1,Winter,Clear,Medium
7796,2011-11-26,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,26,November,Saturday,1,0,Winter,Clear,Medium
7797,2011-11-26,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,26,November,Saturday,1,0,Winter,Clear,High
7798,2011-11-26,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,26,November,Saturday,1,0,Winter,Clear,Very_High
7799,2011-11-26,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,26,November,Saturday,1,0,Winter,Clear,Very_High
7800,2011-11-26,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,26,November,Saturday,1,0,Winter,Mist,Very_High
7801,2011-11-26,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,26,November,Saturday,1,0,Winter,Mist,Very_High
7802,2011-11-26,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,26,November,Saturday,1,0,Winter,Mist,High
7803,2011-11-26,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,26,November,Saturday,1,1,Winter,Mist,High
7804,2011-11-26,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,26,November,Saturday,1,1,Winter,Mist,High
7805,2011-11-26,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,26,November,Saturday,1,1,Winter,Mist,High
7806,2011-11-26,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,26,November,Saturday,1,0,Winter,Mist,Medium
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,26,November,Saturday,1,0,Winter,Mist,Medium
7808,2011-11-26,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,26,November,Saturday,1,0,Winter,Mist,Medium
7809,2011-11-26,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,26,November,Saturday,1,0,Winter,Clear,Medium
7810,2011-11-27,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,27,November,Sunday,1,0,Winter,Clear,Medium
7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,27,November,Sunday,1,0,Winter,Clear,Medium
7812,2011-11-27,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,27,November,Sunday,1,0,Winter,Clear,Low
7813,2011-11-27,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,27,November,Sunday,1,0,Winter,Clear,Low
7814,2011-11-27,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,27,November,Sunday,1,0,Winter,Clear,Low
7815,2011-11-27,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,27,November,Sunday,1,0,Winter,Clear,Low
7816,2011-11-27,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,27,November,Sunday,1,0,Winter,Clear,Low
7817,2011-11-27,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,27,November,Sunday,1,1,Winter,Clear,Low
7818,2011-11-27,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,27,November,Sunday,1,1,Winter,Clear,Medium
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,27,November,Sunday,1,1,Winter,Clear,Medium
7820,2011-11-27,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,27,November,Sunday,1,0,Winter,Clear,High
7821,2011-11-27,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,27,November,Sunday,1,0,Winter,Clear,High
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,27,November,Sunday,1,0,Winter,Clear,High
7823,2011-11-27,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,27,November,Sunday,1,0,Winter,Clear,Very_High
7824,2011-11-27,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,27,November,Sunday,1,0,Winter,Clear,Very_High
7825,2011-11-27,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,27,November,Sunday,1,0,Winter,Clear,Very_High
7826,2011-11-27,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,27,November,Sunday,1,0,Winter,Clear,Very_High
7827,2011-11-27,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,27,November,Sunday,1,1,Winter,Clear,High
7828,2011-11-27,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,27,November,Sunday,1,1,Winter,Clear,High
7829,2011-11-27,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,27,November,Sunday,1,1,Winter,Clear,Medium
7830,2011-11-27,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,27,November,Sunday,1,0,Winter,Clear,Medium
7831,2011-11-27,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,27,November,Sunday,1,0,Winter,Clear,Medium
7832,2011-11-27,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,27,November,Sunday,1,0,Winter,Clear,Medium
7833,2011-11-27,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,27,November,Sunday,1,0,Winter,Clear,Low
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,28,November,Monday,0,0,Winter,Clear,Low
7835,2011-11-28,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,28,November,Monday,0,0,Winter,Clear,Low
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,28,November,Monday,0,0,Winter,Clear,Low
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,28,November,Monday,0,0,Winter,Clear,Low
7838,2011-11-28,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,28,November,Monday,0,0,Winter,Clear,Low
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,28,November,Monday,0,0,Winter,Clear,Medium
7840,2011-11-28,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,28,November,Monday,0,1,Winter,Clear,High
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,28,November,Monday,0,1,Winter,Mist,Very_High
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,28,November,Monday,0,1,Winter,Mist,High
7843,2011-11-28,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,28,November,Monday,0,0,Winter,Mist,Medium
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,28,November,Monday,0,0,Winter,Mist,Medium
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,28,November,Monday,0,0,Winter,Clear,High
7846,2011-11-28,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,28,November,Monday,0,0,Winter,Mist,High
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,28,November,Monday,0,0,Winter,Clear,High
7848,2011-11-28,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,28,November,Monday,0,0,Winter,Clear,High
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,28,November,Monday,0,0,Winter,Clear,High
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,28,November,Monday,0,1,Winter,Clear,Very_High
7851,2011-11-28,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,28,November,Monday,0,1,Winter,Clear,Very_High
7852,2011-11-28,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,28,November,Monday,0,1,Winter,Clear,High
7853,2011-11-28,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,28,November,Monday,0,0,Winter,Mist,High
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,28,November,Monday,0,0,Winter,Mist,High
7855,2011-11-28,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,28,November,Monday,0,0,Winter,Mist,Medium
7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,28,November,Monday,0,0,Winter,Mist,Medium
7857,2011-11-29,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,29,November,Tuesday,0,0,Winter,Clear,Low
7858,2011-11-29,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,29,November,Tuesday,0,0,Winter,Clear,Low
7859,2011-11-29,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,29,November,Tuesday,0,0,Winter,Mist,Low
7860,2011-11-29,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,29,November,Tuesday,0,0,Winter,Mist,Low
7861,2011-11-29,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,29,November,Tuesday,0,0,Winter,Mist,Low
7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,29,November,Tuesday,0,0,Winter,Clear,Low
7863,2011-11-29,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,29,November,Tuesday,0,0,Winter,Clear,Medium
7864,2011-11-29,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,29,November,Tuesday,0,1,Winter,Clear,Very_High
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,29,November,Tuesday,0,1,Winter,Clear,Very_High
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,29,November,Tuesday,0,1,Winter,Light_Rain,High
7867,2011-11-29,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,29,November,Tuesday,0,0,Winter,Light_Rain,Low
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,29,November,Tuesday,0,0,Winter,Light_Rain,Low
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,29,November,Tuesday,0,0,Winter,Light_Rain,Low
7870,2011-11-29,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,29,November,Tuesday,0,0,Winter,Light_Rain,Low
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,29,November,Tuesday,0,0,Winter,Light_Rain,Low
7872,2011-11-29,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,29,November,Tuesday,0,0,Winter,Light_Rain,Medium
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,29,November,Tuesday,0,0,Winter,Light_Rain,High
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,29,November,Tuesday,0,1,Winter,Mist,Very_High
7875,2011-11-29,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,29,November,Tuesday,0,1,Winter,Mist,Very_High
7876,2011-11-29,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,29,November,Tuesday,0,1,Winter,Mist,High
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,29,November,Tuesday,0,0,Winter,Mist,High
7878,2011-11-29,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,29,November,Tuesday,0,0,Winter,Mist,Medium
7879,2011-11-29,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,29,November,Tuesday,0,0,Winter,Clear,Medium
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,29,November,Tuesday,0,0,Winter,Clear,Medium
7881,2011-11-30,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,30,November,Wednesday,0,0,Winter,Clear,Low
7882,2011-11-30,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,30,November,Wednesday,0,0,Winter,Clear,Low
7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,30,November,Wednesday,0,0,Winter,Clear,Low
7884,2011-11-30,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,30,November,Wednesday,0,0,Winter,Clear,Low
7885,2011-11-30,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,30,November,Wednesday,0,0,Winter,Clear,Low
7886,2011-11-30,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,30,November,Wednesday,0,0,Winter,Clear,Low
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,30,November,Wednesday,0,0,Winter,Clear,Medium
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,30,November,Wednesday,0,1,Winter,Clear,Very_High
7889,2011-11-30,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,30,November,Wednesday,0,1,Winter,Clear,Very_High
7890,2011-11-30,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,30,November,Wednesday,0,1,Winter,Clear,High
7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,30,November,Wednesday,0,0,Winter,Clear,Medium
7892,2011-11-30,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,30,November,Wednesday,0,0,Winter,Clear,Medium
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,30,November,Wednesday,0,0,Winter,Mist,High
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,30,November,Wednesday,0,0,Winter,Mist,High
7895,2011-11-30,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,30,November,Wednesday,0,0,Winter,Mist,Medium
7896,2011-11-30,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,30,November,Wednesday,0,0,Winter,Clear,Medium
7897,2011-11-30,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,30,November,Wednesday,0,0,Winter,Clear,High
7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,30,November,Wednesday,0,1,Winter,Mist,Very_High
7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,30,November,Wednesday,0,1,Winter,Clear,Very_High
7900,2011-11-30,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,30,November,Wednesday,0,1,Winter,Mist,High
7901,2011-11-30,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,30,November,Wednesday,0,0,Winter,Mist,High
7902,2011-11-30,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,30,November,Wednesday,0,0,Winter,Clear,Medium
7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,30,November,Wednesday,0,0,Winter,Clear,Medium
7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,30,November,Wednesday,0,0,Winter,Clear,Medium
7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,1,December,Thursday,0,0,Winter,Clear,Low
7906,2011-12-01,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,1,December,Thursday,0,0,Winter,Clear,Low
7907,2011-12-01,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,1,December,Thursday,0,0,Winter,Clear,Low
7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,1,December,Thursday,0,0,Winter,Clear,Low
7909,2011-12-01,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,1,December,Thursday,0,0,Winter,Clear,Low
7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,1,December,Thursday,0,0,Winter,Clear,Low
7911,2011-12-01,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,1,December,Thursday,0,0,Winter,Clear,Medium
7912,2011-12-01,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,1,December,Thursday,0,1,Winter,Clear,High
7913,2011-12-01,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,1,December,Thursday,0,1,Winter,Clear,Very_High
7914,2011-12-01,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,1,December,Thursday,0,1,Winter,Clear,High
7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,1,December,Thursday,0,0,Winter,Clear,Medium
7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,1,December,Thursday,0,0,Winter,Clear,Medium
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,1,December,Thursday,0,0,Winter,Clear,High
7918,2011-12-01,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,1,December,Thursday,0,0,Winter,Clear,High
7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,1,December,Thursday,0,0,Winter,Clear,High
7920,2011-12-01,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,1,December,Thursday,0,0,Winter,Clear,High
7921,2011-12-01,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,1,December,Thursday,0,0,Winter,Clear,High
7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,1,December,Thursday,0,1,Winter,Clear,Very_High
7923,2011-12-01,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,1,December,Thursday,0,1,Winter,Clear,Very_High
7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,1,December,Thursday,0,1,Winter,Clear,High
7925,2011-12-01,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,1,December,Thursday,0,0,Winter,Clear,High
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,1,December,Thursday,0,0,Winter,Clear,High
