instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
6713,2011-12-10,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112,10,December,Saturday,0,0,Winter,Mist,Medium,2011,4,49,344,Night,0,0,0,0,1,0,0,Moderate,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
6714,2011-12-10,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259,10,December,Saturday,0,1,Winter,Mist,High,2011,4,49,344,Morning,0,0,1,0,1,0,0,Moderate,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
6715,2011-12-10,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404,10,December,Saturday,0,1,Winter,Mist,Very_High,2011,4,49,344,Morning,0,0,1,0,1,0,0,Moderate,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
6716,2011-12-10,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197,10,December,Saturday,0,1,Winter,Mist,High,2011,4,49,344,Morning,1,0,1,0,1,0,0,Moderate,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
6717,2011-12-10,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113,10,December,Saturday,0,0,Winter,Mist,Medium,2011,4,49,344,Morning,1,0,0,0,1,0,0,Moderate,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
6718,2011-12-10,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Morning,1,0,0,0,1,0,0,Poor,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
6719,2011-12-10,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Morning,1,0,0,0,1,0,0,Poor,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
6720,2011-12-10,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Afternoon,1,0,0,0,1,0,0,Poor,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
6721,2011-12-10,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Afternoon,1,0,0,0,1,0,0,Poor,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
6722,2011-12-10,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Afternoon,1,0,0,0,1,0,0,Poor,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
6723,2011-12-10,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55,10,December,Saturday,0,0,Winter,Mist,Medium,2011,4,49,344,Afternoon,1,0,0,0,1,0,0,Moderate,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
6724,2011-12-10,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251,10,December,Saturday,0,1,Winter,Light_Rain,High,2011,4,49,344,Afternoon,1,0,1,0,1,0,0,Poor,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
6725,2011-12-10,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172,10,December,Saturday,0,1,Winter,Light_Rain,High,2011,4,49,344,Afternoon,1,0,1,0,1,0,0,Poor,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
6726,2011-12-10,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109,10,December,Saturday,0,1,Winter,Light_Rain,Medium,2011,4,49,344,Evening,0,0,1,0,1,0,0,Poor,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
6727,2011-12-10,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Evening,0,0,0,0,1,0,0,Poor,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
6728,2011-12-10,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Evening,0,0,0,0,1,0,0,Poor,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
6729,2011-12-10,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Evening,0,1,0,0,1,0,0,Poor,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
6730,2011-12-10,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54,10,December,Saturday,0,0,Winter,Light_Rain,Medium,2011,4,49,344,Evening,0,1,0,0,1,0,0,Poor,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7186,2011-01-11,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21,11,January,Tuesday,0,0,Winter,Mist,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Moderate,0.0,1.0,-0.5000000000000004,0.8660254037844384
7187,2011-01-11,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,3,8,11,11,January,Tuesday,0,0,Winter,Clear,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
7188,2011-01-11,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4,11,January,Tuesday,0,0,Winter,Mist,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Moderate,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
7189,2011-01-11,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,1,5,6,11,January,Tuesday,0,0,Winter,Mist,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Moderate,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
7190,2011-01-11,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8,11,January,Tuesday,0,0,Winter,Clear,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Good,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7191,2011-01-11,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,0,18,18,11,January,Tuesday,0,0,Winter,Clear,Low,2011,1,2,11,Night,0,1,0,0,1,0,0,Good,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
7192,2011-01-11,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194,3,90,93,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
7193,2011-01-11,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,8,246,254,11,January,Tuesday,0,1,Winter,Clear,High,2011,1,2,11,Morning,0,0,1,0,1,0,0,Good,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7194,2011-01-11,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,17,402,419,11,January,Tuesday,0,1,Winter,Clear,Very_High,2011,1,2,11,Morning,0,0,1,0,1,0,0,Good,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
7195,2011-01-11,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,16,206,222,11,January,Tuesday,0,1,Winter,Clear,High,2011,1,2,11,Morning,1,0,1,0,1,0,0,Good,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
7196,2011-01-11,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Morning,1,0,0,0,1,0,0,Good,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
7197,2011-01-11,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Morning,1,0,0,0,1,0,0,Good,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
7198,2011-01-11,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,11,January,Tuesday,0,0,Winter,Clear,High,2011,1,2,11,Morning,1,0,0,0,1,0,0,Good,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
7199,2011-01-11,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,20,147,167,11,January,Tuesday,0,0,Winter,Clear,High,2011,1,2,11,Afternoon,1,0,0,0,1,0,0,Good,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
7200,2011-01-11,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150,11,January,Tuesday,0,0,Winter,Clear,High,2011,1,2,11,Afternoon,1,0,0,0,1,0,0,Good,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
7201,2011-01-11,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186,11,January,Tuesday,0,0,Winter,Clear,High,2011,1,2,11,Afternoon,1,0,0,0,1,0,0,Good,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
7202,2011-01-11,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,11,January,Tuesday,0,0,Winter,Clear,Very_High,2011,1,2,11,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
7203,2011-01-11,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506,11,January,Tuesday,0,1,Winter,Clear,Very_High,2011,1,2,11,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7204,2011-01-11,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460,11,January,Tuesday,0,1,Winter,Clear,Very_High,2011,1,2,11,Afternoon,1,0,1,0,1,0,0,Good,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384
7205,2011-01-11,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,11,January,Tuesday,0,1,Winter,Clear,Very_High,2011,1,2,11,Evening,0,0,1,0,1,0,0,Good,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
7206,2011-01-11,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209,11,January,Tuesday,0,0,Winter,Clear,High,2011,1,2,11,Evening,0,0,0,0,1,0,0,Good,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7207,2011-01-11,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Evening,0,0,0,0,1,0,0,Good,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
7208,2011-01-11,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
7209,2011-01-11,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72,11,January,Tuesday,0,0,Winter,Clear,Medium,2011,1,2,11,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384
7210,2011-02-11,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.5000000000000004,0.8660254037844384
7211,2011-02-11,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
7212,2011-02-11,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
7213,2011-02-11,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
7214,2011-02-11,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7215,2011-02-11,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27,11,February,Friday,0,0,Winter,Clear,Low,2011,1,6,42,Night,0,1,0,0,1,0,0,Good,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
7216,2011-02-11,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92,11,February,Friday,0,0,Winter,Clear,Medium,2011,1,6,42,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
7217,2011-02-11,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251,11,February,Friday,0,1,Winter,Clear,High,2011,1,6,42,Morning,0,0,1,0,1,0,0,Good,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7218,2011-02-11,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472,11,February,Friday,0,1,Winter,Clear,Very_High,2011,1,6,42,Morning,0,0,1,0,1,0,0,Good,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
7219,2011-02-11,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228,11,February,Friday,0,1,Winter,Clear,High,2011,1,6,42,Morning,1,0,1,0,1,0,0,Good,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
7220,2011-02-11,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133,11,February,Friday,0,0,Winter,Clear,Medium,2011,1,6,42,Morning,1,0,0,0,1,0,0,Good,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
7221,2011-02-11,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Morning,1,0,0,0,1,0,0,Good,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
7222,2011-02-11,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Morning,1,0,0,0,1,0,0,Good,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
7223,2011-02-11,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
7224,2011-02-11,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
7225,2011-02-11,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
7226,2011-02-11,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
7227,2011-02-11,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,30,523,553,11,February,Friday,0,1,Winter,Clear,Very_High,2011,1,6,42,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7228,2011-02-11,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,11,February,Friday,0,1,Winter,Clear,Very_High,2011,1,6,42,Afternoon,1,0,1,0,1,0,0,Good,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384
7229,2011-02-11,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282,11,February,Friday,0,1,Winter,Clear,High,2011,1,6,42,Evening,0,0,1,0,1,0,0,Good,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
7230,2011-02-11,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Evening,0,0,0,0,1,0,0,Good,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7231,2011-02-11,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168,11,February,Friday,0,0,Winter,Clear,High,2011,1,6,42,Evening,0,0,0,0,1,0,0,Good,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
7232,2011-02-11,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106,11,February,Friday,0,0,Winter,Clear,Medium,2011,1,6,42,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
7233,2011-02-11,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57,11,February,Friday,0,0,Winter,Clear,Medium,2011,1,6,42,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384
7234,2011-03-11,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.5000000000000004,0.8660254037844384
7235,2011-03-11,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
7236,2011-03-11,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
7237,2011-03-11,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,1,4,5,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
7238,2011-03-11,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7239,2011-03-11,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,1,27,28,11,March,Friday,0,0,Winter,Clear,Low,2011,1,10,70,Night,0,1,0,0,1,0,0,Good,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
7240,2011-03-11,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,3,96,99,11,March,Friday,0,0,Winter,Clear,Medium,2011,1,10,70,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
7241,2011-03-11,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292,11,March,Friday,0,1,Winter,Mist,Very_High,2011,1,10,70,Morning,0,0,1,0,1,0,0,Moderate,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7242,2011-03-11,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402,11,March,Friday,0,1,Winter,Mist,Very_High,2011,1,10,70,Morning,0,0,1,0,1,0,0,Moderate,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
7243,2011-03-11,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.194,9,155,164,11,March,Friday,0,1,Winter,Mist,High,2011,1,10,70,Morning,1,0,1,0,1,0,0,Moderate,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
7244,2011-03-11,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,12,98,110,11,March,Friday,0,0,Winter,Mist,Medium,2011,1,10,70,Morning,1,0,0,0,1,0,0,Moderate,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
7245,2011-03-11,4,0,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,12,108,120,11,March,Friday,0,0,Winter,Clear,Medium,2011,1,10,70,Morning,1,0,0,0,1,0,0,Good,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
7246,2011-03-11,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,17,162,179,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Morning,1,0,0,0,1,0,0,Good,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
7247,2011-03-11,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169,11,March,Friday,0,0,Winter,Mist,High,2011,1,10,70,Afternoon,1,0,0,0,1,0,0,Moderate,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
7248,2011-03-11,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,32,120,152,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Afternoon,1,0,0,0,1,0,0,Good,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
7249,2011-03-11,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,24,138,162,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Afternoon,1,0,0,0,1,0,0,Good,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
7250,2011-03-11,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,33,234,267,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
7251,2011-03-11,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,33,465,498,11,March,Friday,0,1,Winter,Clear,Very_High,2011,1,10,70,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
7252,2011-03-11,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,24,409,433,11,March,Friday,0,1,Winter,Clear,Very_High,2011,1,10,70,Afternoon,1,0,1,0,1,0,0,Good,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384
7253,2011-03-11,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,18,234,252,11,March,Friday,0,1,Winter,Clear,High,2011,1,10,70,Evening,0,0,1,0,1,0,0,Good,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
7254,2011-03-11,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,11,198,209,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Evening,0,0,0,0,1,0,0,Good,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7255,2011-03-11,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144,11,March,Friday,0,0,Winter,Clear,High,2011,1,10,70,Evening,0,0,0,0,1,0,0,Good,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
7256,2011-03-11,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137,11,March,Friday,0,0,Winter,Clear,Medium,2011,1,10,70,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
7257,2011-03-11,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,15,80,95,11,March,Friday,0,0,Winter,Clear,Medium,2011,1,10,70,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384
7258,2011-04-11,4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0.0,11,32,43,11,April,Monday,0,0,Winter,Mist,Medium,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.0,1.0,-0.5000000000000004,0.8660254037844384
7259,2011-04-11,4,0,11,1,0,5,1,2,0.4,0.4091,0.82,0.0,1,16,17,11,April,Monday,0,0,Winter,Mist,Low,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
7260,2011-04-11,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0.0,2,8,10,11,April,Monday,0,0,Winter,Mist,Low,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
7261,2011-04-11,4,0,11,3,0,5,1,2,0.38,0.3939,0.87,0.1642,1,7,8,11,April,Monday,0,0,Winter,Mist,Low,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
7262,2011-04-11,4,0,11,4,0,5,1,2,0.38,0.3939,0.87,0.0896,1,6,7,11,April,Monday,0,0,Winter,Mist,Low,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7263,2011-04-11,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0.0,0,23,23,11,April,Monday,0,0,Winter,Mist,Low,2011,2,15,101,Night,0,1,0,0,1,0,0,Moderate,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
7264,2011-04-11,4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,2,64,66,11,April,Monday,0,0,Winter,Mist,Medium,2011,2,15,101,Night,0,0,0,0,1,0,0,Moderate,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
