instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
8732,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,1,0,3,0,0,1,3,2,2012,2,13,92,0,1,0,0,0,0,0,1,1,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
8733,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,1,0,3,0,0,1,3,2,2012,2,13,92,0,1,0,0,0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
8734,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,1,0,3,0,1,1,3,0,2012,2,13,92,0,1,0,1,0,0,0,1,1,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8735,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,1,0,3,0,1,1,3,3,2012,2,13,92,0,1,0,1,0,0,0,1,1,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
8736,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,1,0,3,0,1,1,3,0,2012,2,13,92,1,0,0,1,0,0,0,1,1,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
8737,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,1,0,3,0,0,1,3,2,2012,2,13,92,1,0,0,0,0,0,0,1,1,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8738,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,1,0,3,0,0,1,3,2,2012,2,13,92,1,0,0,0,0,0,0,1,1,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
8739,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,1,0,3,0,0,1,3,2,2012,2,13,92,1,0,1,0,0,0,0,1,1,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
8740,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,1,0,3,0,0,1,3,1,2012,2,13,92,1,0,1,0,0,0,0,1,1,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387
8741,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,1,8,5,0,0,1,3,1,2012,2,18,122,3,0,1,0,0,0,0,1,1,0.0,1.0,0.4999999999999999,0.8660254037844387
8742,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,1,8,5,0,0,1,0,1,2012,2,18,122,3,0,1,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
8743,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,1,8,5,0,0,1,0,1,2012,2,18,122,3,0,1,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
8744,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,1,8,5,0,0,1,0,1,2012,2,18,122,3,0,1,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
8745,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,1,8,5,0,0,1,3,1,2012,2,18,122,3,0,1,0,0,0,0,1,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8746,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,1,8,5,0,0,1,3,1,2012,2,18,122,3,0,1,0,0,0,0,1,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
8747,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,1,8,5,0,0,1,3,2,2012,2,18,122,3,0,0,0,0,0,0,1,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
8748,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,1,8,5,0,1,1,3,0,2012,2,18,122,2,0,0,1,0,0,0,1,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8749,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,1,8,5,0,1,1,3,3,2012,2,18,122,2,0,0,1,0,0,0,1,1,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387
8750,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,1,8,5,0,1,1,3,0,2012,2,18,122,2,1,0,1,0,0,0,1,1,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387
8751,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,1,8,5,0,0,1,3,2,2012,2,18,122,2,1,0,0,0,0,0,1,1,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387
8752,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,1,8,5,0,0,1,0,2,2012,2,18,122,2,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387
8753,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,1,8,5,0,0,1,0,2,2012,2,18,122,2,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387
8754,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,1,8,5,0,0,1,0,2,2012,2,18,122,0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387
8755,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,1,8,5,0,0,1,0,2,2012,2,18,122,0,1,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387
8756,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,1,8,5,0,0,1,0,2,2012,2,18,122,0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
8757,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,1,8,5,0,0,1,0,0,2012,2,18,122,0,1,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
8758,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,1,8,5,0,1,1,3,3,2012,2,18,122,0,1,0,1,0,0,0,1,1,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8759,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,1,8,5,0,1,1,0,3,2012,2,18,122,0,1,0,1,0,0,0,1,0,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
8760,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,1,8,5,0,1,1,0,0,2012,2,18,122,1,0,0,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
8761,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,1,8,5,0,0,1,0,0,2012,2,18,122,1,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8762,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,1,8,5,0,0,1,0,2,2012,2,18,122,1,0,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
8763,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,1,8,5,0,0,1,0,2,2012,2,18,122,1,0,1,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
8764,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,1,8,5,0,0,1,0,2,2012,2,18,122,1,0,1,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387
8765,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,1,6,0,0,0,1,0,1,2012,2,22,153,3,0,1,0,0,0,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387
8766,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,1,6,0,0,0,1,0,1,2012,2,22,153,3,0,1,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
8767,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,1,6,0,0,0,1,0,1,2012,2,22,153,3,0,1,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
8768,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,1,6,0,0,0,1,0,1,2012,2,22,153,3,0,1,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
8769,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,1,6,0,0,0,1,0,1,2012,2,22,153,3,0,1,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8770,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,1,6,0,0,0,1,3,1,2012,2,22,153,3,0,1,0,0,0,0,1,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
8771,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,1,6,0,0,0,1,3,2,2012,2,22,153,3,0,0,0,0,0,0,1,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
8772,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,1,6,0,0,1,1,3,0,2012,2,22,153,2,0,0,1,0,0,0,1,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8773,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,1,6,0,0,1,1,0,3,2012,2,22,153,2,0,0,1,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387
8774,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,1,6,0,0,1,1,0,0,2012,2,22,153,2,1,0,1,0,0,0,1,0,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387
8775,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,1,6,0,0,0,1,0,2,2012,2,22,153,2,1,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387
8776,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,1,6,0,0,0,1,0,2,2012,2,22,153,2,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387
8777,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,1,6,0,0,0,1,0,0,2012,2,22,153,2,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387
8778,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,1,6,0,0,0,1,0,0,2012,2,22,153,0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387
8779,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,1,6,0,0,0,1,0,0,2012,2,22,153,0,1,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387
8780,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,1,6,0,0,0,1,0,0,2012,2,22,153,0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
8781,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,1,6,0,0,0,1,0,3,2012,2,22,153,0,1,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
8782,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,1,6,0,0,1,1,0,3,2012,2,22,153,0,1,0,1,0,0,0,1,0,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8783,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,1,6,0,0,1,1,0,3,2012,2,22,153,0,1,0,1,0,0,0,1,0,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
8784,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,1,6,0,0,1,1,0,0,2012,2,22,153,1,0,0,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
8785,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,1,6,0,0,0,1,0,0,2012,2,22,153,1,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8786,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,1,6,0,0,0,1,0,0,2012,2,22,153,1,0,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
8787,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,1,6,0,0,0,1,0,2,2012,2,22,153,1,0,1,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
8788,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,1,6,0,0,0,1,0,2,2012,2,22,153,1,0,1,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387
8789,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,1,5,3,1,0,1,0,2,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387
8790,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,1,5,3,1,0,1,0,2,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
8791,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,1,5,3,1,0,1,0,1,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
8792,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,1,5,3,1,0,1,0,1,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
8793,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,1,5,3,1,0,1,0,1,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8794,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,1,5,3,1,0,1,0,1,2012,3,26,183,3,0,1,0,0,0,0,1,0,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
8795,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,1,5,3,1,0,1,0,1,2012,3,26,183,3,0,0,0,0,0,0,1,0,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
8796,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,1,5,3,1,1,1,0,1,2012,3,26,183,2,0,0,1,0,0,0,1,0,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8797,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,1,5,3,1,1,1,0,2,2012,3,26,183,2,0,0,1,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387
8798,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,1,5,3,1,1,1,0,2,2012,3,26,183,2,1,0,1,0,0,0,1,0,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387
8799,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,1,5,3,1,0,1,0,0,2012,3,26,183,2,1,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387
8800,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,1,5,3,1,0,1,0,3,2012,3,26,183,2,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387
8801,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,1,5,3,1,0,1,0,3,2012,3,26,183,2,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387
8802,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,1,5,3,1,0,1,0,3,2012,3,26,183,0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387
8803,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,1,5,3,1,0,1,0,3,2012,3,26,183,0,1,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387
8804,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,1,5,3,1,0,1,0,3,2012,3,26,183,0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
8805,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,1,5,3,1,0,1,3,3,2012,3,26,183,0,1,0,0,0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
8806,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,1,5,3,1,1,1,3,3,2012,3,26,183,0,1,0,1,0,0,0,1,1,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8807,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,1,5,3,1,1,1,0,3,2012,3,26,183,0,1,0,1,0,0,0,1,0,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
8808,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,1,5,3,1,1,1,0,0,2012,3,26,183,1,0,0,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
8809,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,1,5,3,1,0,1,0,0,2012,3,26,183,1,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8810,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,1,5,3,1,0,1,0,2,2012,3,26,183,1,0,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
8811,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,1,5,3,1,0,1,0,2,2012,3,26,183,1,0,1,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
8812,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,1,5,3,1,0,1,0,2,2012,3,26,183,1,0,1,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387
8813,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,1,1,6,1,0,1,0,2,2012,3,31,214,3,0,1,0,0,0,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387
8814,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,1,1,6,1,0,1,0,2,2012,3,31,214,3,0,1,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
8815,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,1,1,6,1,0,1,0,2,2012,3,31,214,3,0,1,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
8816,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,1,1,6,1,0,1,0,1,2012,3,31,214,3,0,1,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
8817,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,1,1,6,1,0,1,0,1,2012,3,31,214,3,0,1,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8818,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,1,1,6,1,0,1,3,1,2012,3,31,214,3,0,1,0,0,0,0,1,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
8819,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,1,1,6,1,0,1,3,1,2012,3,31,214,3,0,0,0,0,0,0,1,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
8820,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,1,1,6,1,1,1,3,1,2012,3,31,214,2,0,0,1,0,0,0,1,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8821,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,1,1,6,1,1,1,0,2,2012,3,31,214,2,0,0,1,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387
8822,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,1,1,6,1,1,1,0,2,2012,3,31,214,2,1,0,1,0,0,0,1,0,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387
8823,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,1,1,6,1,0,1,0,0,2012,3,31,214,2,1,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387
8824,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,1,1,6,1,0,1,0,0,2012,3,31,214,2,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387
8825,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,1,1,6,1,0,1,0,3,2012,3,31,214,2,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387
8826,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,1,1,6,1,0,1,0,3,2012,3,31,214,0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387
8827,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,1,1,6,1,0,1,0,3,2012,3,31,214,0,1,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387
8828,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,1,1,6,1,0,1,0,3,2012,3,31,214,0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387
8829,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,1,1,6,1,0,1,0,3,2012,3,31,214,0,1,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387
8830,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,1,1,6,1,1,1,0,0,2012,3,31,214,0,1,0,1,0,0,0,1,0,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
8831,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,1,1,6,1,1,1,0,0,2012,3,31,214,0,1,0,1,0,0,0,1,0,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387
8832,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,8,104,112,1,1,6,1,1,1,0,2,2012,3,31,214,1,0,0,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387
8833,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,7,119,126,1,1,6,1,0,1,0,2,2012,3,31,214,1,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8834,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,10,81,91,1,1,6,1,0,1,0,2,2012,3,31,214,1,0,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387
8835,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58,1,1,6,1,0,1,0,2,2012,3,31,214,1,0,1,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387
8836,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,1,1,6,1,0,1,0,1,2012,3,31,214,1,0,1,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387
8837,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3,12,15,1,11,2,0,0,1,0,1,2012,3,35,245,3,0,1,0,0,0,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387
8838,1,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,1,4,5,1,11,2,0,0,1,0,1,2012,3,35,245,3,0,1,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387
8839,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5,1,11,2,0,0,1,0,1,2012,3,35,245,3,0,1,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387
8840,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3,1,11,2,0,0,1,0,1,2012,3,35,245,3,0,1,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387
8841,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4,4,1,11,2,0,0,1,0,1,2012,3,35,245,3,0,1,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387
8842,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0,21,21,1,11,2,0,0,1,3,1,2012,3,35,245,3,0,1,0,0,0,0,1,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387
8843,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88,1,11,2,0,0,1,3,2,2012,3,35,245,3,0,0,0,0,0,0,1,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387
8844,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240,1,11,2,0,1,1,3,0,2012,3,35,245,2,0,0,1,0,0,0,1,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387
